,Region,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Cost,Total Cost,Total Profit,year
1571,Sub-Saharan Africa,Fruits,Online,C,14-01-2013,576337468,18-01-2013,9919,6.92,68639.48,23904.79,2013
1572,Middle East and North Africa,Household,Offline,H,10-09-2016,562419593,27-09-2016,1311,502.54,658829.94,217272.03,2016
1573,Central America and the Caribbean,Beverages,Offline,L,03-11-2011,671067941,18-12-2011,2771,31.79,88090.09,43393.86,2011
1574,Europe,Cereal,Offline,H,26-02-2016,449206340,03-04-2016,8993,117.11,1053170.23,796689.87,2016
1575,Europe,Beverages,Online,L,10-07-2010,864071118,18-07-2010,6700,31.79,212993,104922,2010
1576,Europe,Office Supplies,Online,C,16-12-2010,253211104,27-12-2010,9648,524.96,5064814.08,1218060,2010
1577,Sub-Saharan Africa,Cereal,Offline,H,02-11-2011,174487626,12-11-2011,3621,117.11,424055.31,320784.39,2011
1578,Asia,Beverages,Online,H,16-05-2012,456074512,25-05-2012,1438,31.79,45714.02,22519.08,2012
1579,Australia and Oceania,Cosmetics,Online,C,09-11-2012,546458089,04-12-2012,7947,263.33,2092683.51,1381744.89,2012
1580,Central America and the Caribbean,Personal Care,Offline,L,05-11-2010,864437186,19-11-2010,5028,56.67,284936.76,126001.68,2010
1581,Australia and Oceania,Office Supplies,Offline,L,18-07-2012,549123132,30-08-2012,6592,524.96,3460536.32,832240,2012
1582,Europe,Fruits,Online,M,10-11-2013,609939754,30-11-2013,3582,6.92,24787.44,8632.62,2013
1583,Sub-Saharan Africa,Cosmetics,Online,C,06-10-2011,776623380,20-10-2011,8971,263.33,2362333.43,1559787.77,2011
1584,Asia,Office Supplies,Offline,L,25-08-2015,849222838,28-09-2015,2764,524.96,1450989.44,348955,2015
1585,Sub-Saharan Africa,Cosmetics,Offline,M,04-04-2013,248099458,05-04-2013,6998,263.33,1842783.34,1216742.26,2013
1586,Central America and the Caribbean,Office Supplies,Offline,C,01-05-2012,263927066,27-05-2012,739,524.96,387945.44,93298.75,2012
1587,Europe,Cereal,Offline,M,06-02-2014,907691991,09-03-2014,5086,117.11,595621.46,450568.74,2014
1588,Europe,Fruits,Offline,C,28-01-2017,460693061,25-02-2017,8169,6.92,56529.48,19687.29,2017
1589,Europe,Office Supplies,Offline,H,05-04-2013,424541604,17-05-2013,150,524.96,78744,18937.5,2013
1590,Europe,Household,Online,L,25-08-2014,571161448,30-09-2014,8220,502.54,4130878.8,1362300.6,2014
1591,Middle East and North Africa,Vegetables,Online,M,04-08-2011,292788922,08-09-2011,1603,90.93,145760.79,101197.39,2011
1592,Sub-Saharan Africa,Cosmetics,Online,L,05-06-2014,851972854,10-06-2014,6555,263.33,1726128.15,1139717.85,2014
1593,Central America and the Caribbean,Personal Care,Offline,C,05-11-2011,431574571,29-11-2011,1361,56.67,77127.87,34106.66,2011
1594,Sub-Saharan Africa,Cereal,Offline,C,13-07-2012,884767901,20-07-2012,1338,117.11,156693.18,118533.42,2012
1595,Europe,Beverages,Online,H,04-02-2011,985039174,10-03-2011,3836,31.79,121946.44,60071.76,2011
1596,Central America and the Caribbean,Office Supplies,Offline,M,23-07-2014,476187217,15-08-2014,3234,524.96,1697720.64,408292.5,2014
1597,Europe,Clothes,Online,H,16-11-2015,522323358,20-11-2015,5944,35.84,213032.96,436527.36,2015
1598,Sub-Saharan Africa,Baby Food,Online,H,04-11-2012,557871425,22-12-2012,5407,159.42,861983.94,518315.02,2012
1599,Sub-Saharan Africa,Cosmetics,Online,M,25-11-2011,537567746,30-12-2011,7097,263.33,1868853.01,1233955.39,2011
1600,Europe,Vegetables,Offline,M,05-10-2016,486461150,13-11-2016,3519,90.93,319982.67,222154.47,2016
1601,Europe,Cosmetics,Online,M,24-01-2017,949912965,06-03-2017,9210,263.33,2425269.3,1601342.7,2017
1602,Asia,Personal Care,Offline,C,14-11-2014,743597018,29-11-2014,5737,56.67,325115.79,143769.22,2014
1603,Europe,Fruits,Online,L,20-04-2013,103499639,06-06-2013,6698,6.92,46350.16,16142.18,2013
1604,Central America and the Caribbean,Beverages,Offline,C,03-10-2012,235919654,13-10-2012,2723,31.79,86564.17,42642.18,2012
1605,Asia,Baby Food,Online,C,17-09-2014,167468392,29-10-2014,6474,159.42,1032085.08,620597.64,2014
1606,Central America and the Caribbean,Cereal,Online,C,02-05-2010,795069682,19-05-2010,7642,117.11,894954.62,677004.78,2010
1607,Sub-Saharan Africa,Meat,Offline,L,01-08-2014,835959851,27-08-2014,7952,364.69,2900014.88,454854.4,2014
1608,Europe,Personal Care,Offline,C,23-12-2016,877687728,07-02-2017,6158,56.67,348973.86,154319.48,2016
1609,Sub-Saharan Africa,Personal Care,Online,L,02-09-2015,228114640,16-09-2015,3046,56.67,172616.82,76332.76,2015
1610,Central America and the Caribbean,Clothes,Offline,M,01-09-2013,965414416,13-09-2013,6434,35.84,230594.56,472512.96,2013
1611,Europe,Baby Food,Offline,H,15-01-2015,288073384,16-02-2015,6171,159.42,983780.82,591552.06,2015
1612,Central America and the Caribbean,Meat,Online,H,26-07-2013,864890372,28-07-2013,9136,364.69,3331807.84,522579.2,2013
1613,Central America and the Caribbean,Cereal,Offline,L,30-08-2011,484976708,16-09-2011,4240,117.11,496546.4,375621.6,2011
1614,Europe,Household,Online,H,03-08-2016,607756221,11-08-2016,7426,502.54,3731862.04,1230710.98,2016
1615,Central America and the Caribbean,Baby Food,Online,C,17-12-2013,512965238,07-01-2014,6668,159.42,1063012.56,639194.48,2013
1616,Middle East and North Africa,Snacks,Online,C,17-12-2016,450652587,25-01-2017,6970,97.44,679156.8,384325.8,2016
1617,Europe,Household,Online,H,13-02-2017,291179597,20-02-2017,5368,502.54,2697634.72,889638.64,2017
1618,Europe,Fruits,Online,L,25-10-2010,875220096,06-11-2010,5930,6.92,41035.6,14291.3,2010
1619,Sub-Saharan Africa,Clothes,Offline,H,20-08-2010,863760411,21-08-2010,4755,35.84,170419.2,349207.2,2010
1620,Sub-Saharan Africa,Snacks,Offline,H,23-04-2011,788099372,05-05-2011,4972,97.44,484471.68,274156.08,2011
1621,Europe,Household,Offline,C,11-03-2016,799848306,23-04-2016,1743,502.54,875927.22,288867.39,2016
1622,Middle East and North Africa,Meat,Online,M,12-10-2010,220931041,13-11-2010,7259,364.69,2647284.71,415214.8,2010
1623,Europe,Meat,Offline,M,05-12-2011,693583905,06-01-2012,5745,364.69,2095144.05,328614,2011
1624,Sub-Saharan Africa,Clothes,Online,C,14-01-2011,330355727,14-02-2011,8456,35.84,303063.04,621008.64,2011
1625,Australia and Oceania,Cosmetics,Offline,H,27-09-2015,464107835,29-10-2015,8677,263.33,2284914.41,1508669.99,2015
1626,Asia,Snacks,Offline,C,12-10-2015,698014056,07-11-2015,6726,97.44,655381.44,370871.64,2015
1627,Sub-Saharan Africa,Office Supplies,Offline,L,14-02-2017,255560719,05-03-2017,4951,524.96,2599076.96,625063.75,2017
1628,Central America and the Caribbean,Clothes,Online,H,12-06-2015,230546653,14-06-2015,2733,35.84,97950.72,200711.52,2015
1629,Europe,Meat,Online,C,18-01-2015,437083184,19-02-2015,1482,364.69,540470.58,84770.4,2015
1630,Europe,Vegetables,Offline,C,10-07-2017,759594142,12-07-2017,9641,90.93,876656.13,608636.33,2017
1631,Europe,Household,Online,L,16-05-2010,702815854,06-06-2010,7684,502.54,3861517.36,1273469.32,2010
1632,Central America and the Caribbean,Cereal,Offline,H,30-03-2016,741797149,03-05-2016,3116,117.11,364914.76,276046.44,2016
1633,Europe,Snacks,Online,C,01-06-2013,971899354,01-06-2013,5471,97.44,533094.24,301670.94,2013
1634,Central America and the Caribbean,Vegetables,Online,M,22-04-2015,658796298,09-05-2015,1319,90.93,119936.67,83268.47,2015
1635,Central America and the Caribbean,Personal Care,Online,L,05-09-2013,488474309,21-10-2013,9258,56.67,524650.86,232005.48,2013
1636,Middle East and North Africa,Baby Food,Offline,L,22-09-2012,317232215,27-10-2012,4917,159.42,783868.14,471343.62,2012
1637,Europe,Office Supplies,Online,M,16-02-2010,521681344,03-04-2010,5957,524.96,3127186.72,752071.25,2010
1638,Middle East and North Africa,Beverages,Online,L,28-12-2015,648745524,27-01-2016,7072,31.79,224818.88,110747.52,2015
1639,Sub-Saharan Africa,Vegetables,Offline,C,11-03-2011,765661084,12-03-2011,4984,90.93,453195.12,314639.92,2011
1640,Sub-Saharan Africa,Household,Online,L,03-10-2011,109976851,14-10-2011,3449,502.54,1733260.46,571602.77,2011
1641,Europe,Office Supplies,Offline,L,18-01-2012,239554154,13-02-2012,8253,524.96,4332494.88,1041941.25,2012
1642,Europe,Office Supplies,Online,M,17-04-2011,982566821,05-06-2011,2212,524.96,1161211.52,279265,2011
1643,Europe,Cosmetics,Online,C,05-05-2017,887501180,20-06-2017,176,263.33,46346.08,30601.12,2017
1644,Sub-Saharan Africa,Fruits,Online,M,14-08-2012,373156058,05-09-2012,4025,6.92,27853,9700.25,2012
1645,Asia,Baby Food,Online,H,23-11-2010,378642785,10-01-2011,7669,159.42,1222591.98,735150.34,2010
1646,Sub-Saharan Africa,Baby Food,Online,C,25-08-2015,113385188,23-09-2015,2052,159.42,327129.84,196704.72,2015
1647,Asia,Cosmetics,Offline,H,11-04-2016,207119596,16-05-2016,146,263.33,38446.18,25385.02,2016
1648,Central America and the Caribbean,Cereal,Offline,C,11-08-2014,459894835,05-09-2014,1957,117.11,229184.27,173370.63,2014
1649,Sub-Saharan Africa,Personal Care,Online,M,12-07-2013,292072236,01-08-2013,9520,56.67,539498.4,238571.2,2013
1650,Central America and the Caribbean,Snacks,Offline,H,15-03-2013,994325625,15-04-2013,1904,97.44,185525.76,104986.56,2013
1651,Sub-Saharan Africa,Clothes,Offline,M,11-11-2014,777641332,10-12-2014,206,35.84,7383.04,15128.64,2014
1652,Central America and the Caribbean,Vegetables,Offline,H,06-01-2017,623318183,03-02-2017,2557,90.93,232508.01,161423.41,2017
1653,Australia and Oceania,Cosmetics,Online,H,01-09-2011,232967507,01-09-2011,9117,263.33,2400779.61,1585172.79,2011
1654,Europe,Fruits,Online,H,25-10-2010,278513133,05-11-2010,7080,6.92,48993.6,17062.8,2010
1655,Europe,Baby Food,Offline,L,18-05-2012,152191388,22-06-2012,5669,159.42,903751.98,543430.34,2012
1656,Middle East and North Africa,Cosmetics,Online,H,22-07-2011,216551101,29-08-2011,1138,263.33,299669.54,197864.06,2011
1657,Asia,Cosmetics,Offline,L,05-03-2012,454453599,21-04-2012,1774,263.33,467147.42,308445.38,2012
1658,North America,Office Supplies,Offline,C,10-05-2015,919072711,07-06-2015,2894,524.96,1519234.24,365367.5,2015
1659,Middle East and North Africa,Household,Offline,C,03-05-2015,502860820,21-05-2015,6546,502.54,3289626.84,1084868.58,2015
1660,Europe,Cosmetics,Online,M,27-01-2011,878614270,17-02-2011,342,263.33,90058.86,59463.54,2011
1661,Asia,Cosmetics,Offline,C,09-08-2015,158330428,25-08-2015,2347,263.33,618035.51,408072.89,2015
1662,Asia,Clothes,Online,M,08-12-2011,349870622,23-01-2012,3347,35.84,119956.48,245803.68,2011
1663,Sub-Saharan Africa,Cosmetics,Online,M,26-08-2010,831408679,02-10-2010,1159,263.33,305199.47,201515.33,2010
1664,Middle East and North Africa,Office Supplies,Online,H,26-10-2015,601430928,26-11-2015,5632,524.96,2956574.72,711040,2015
1665,Asia,Household,Online,M,22-08-2013,528736197,31-08-2013,3645,502.54,1831758.3,604085.85,2013
1666,Central America and the Caribbean,Clothes,Online,C,09-02-2014,202435815,24-02-2014,4111,35.84,147338.24,301911.84,2014
1667,Sub-Saharan Africa,Meat,Offline,C,30-11-2016,181953608,31-12-2016,2971,364.69,1083493.99,169941.2,2016
1668,Middle East and North Africa,Clothes,Offline,M,30-03-2015,647025907,30-03-2015,8199,35.84,293852.16,602134.56,2015
1669,Asia,Cosmetics,Offline,C,13-09-2014,947701537,20-09-2014,4800,263.33,1263984,834576,2014
1670,Europe,Vegetables,Offline,H,23-05-2014,954341828,11-07-2014,9809,90.93,891932.37,619242.17,2014
1671,Europe,Beverages,Online,H,12-09-2010,607620608,20-09-2010,7296,31.79,231939.84,114255.36,2010
1672,Central America and the Caribbean,Fruits,Offline,C,16-03-2016,368524205,21-04-2016,3357,6.92,23230.44,8090.37,2016
1673,North America,Snacks,Online,M,30-06-2010,768351447,17-07-2010,1123,97.44,109425.12,61922.22,2010
1674,Sub-Saharan Africa,Snacks,Offline,M,27-01-2012,158713662,28-01-2012,5754,97.44,560669.76,317275.56,2012
1675,Europe,Personal Care,Online,L,02-01-2014,561534678,29-01-2014,9445,56.67,535248.15,236691.7,2014
1676,Australia and Oceania,Fruits,Offline,L,05-06-2010,919050824,21-07-2010,6417,6.92,44405.64,15464.97,2010
1677,Australia and Oceania,Snacks,Online,C,18-06-2015,243810927,04-08-2015,7926,97.44,772309.44,437039.64,2015
1678,Europe,Vegetables,Offline,L,06-01-2014,768676316,08-02-2014,7259,90.93,660060.87,458260.67,2014
1679,Sub-Saharan Africa,Snacks,Online,C,27-12-2010,296820819,10-02-2011,4731,97.44,460988.64,260867.34,2010
1680,Central America and the Caribbean,Beverages,Offline,C,04-05-2012,751730763,11-06-2012,2693,31.79,85610.47,42172.38,2012
1681,Central America and the Caribbean,Meat,Online,L,29-09-2013,527204978,03-10-2013,523,364.69,190732.87,29915.6,2013
1682,Europe,Cosmetics,Offline,L,09-12-2011,337354791,28-01-2012,9634,263.33,2536921.22,1675063.58,2011
1683,Middle East and North Africa,Clothes,Online,M,28-01-2016,966604030,16-02-2016,8467,35.84,303457.28,621816.48,2016
1684,Australia and Oceania,Office Supplies,Offline,L,30-08-2013,119689023,19-09-2013,7497,524.96,3935625.12,946496.25,2013
1685,Australia and Oceania,Baby Food,Offline,H,16-03-2012,971658599,03-05-2012,4227,159.42,673868.34,405200.22,2012
1686,Europe,Meat,Offline,M,12-09-2012,917874085,23-09-2012,8194,364.69,2988269.86,468696.8,2012
1687,Asia,Personal Care,Offline,H,31-05-2013,124009311,08-06-2013,5966,56.67,338093.22,149507.96,2013
1688,Europe,Cereal,Online,C,08-09-2013,176050603,28-10-2013,6140,117.11,719055.4,543942.6,2013
1689,Europe,Meat,Offline,C,20-02-2010,930296790,26-03-2010,4348,364.69,1585672.12,248705.6,2010
1690,Sub-Saharan Africa,Personal Care,Online,M,06-08-2015,963359200,30-08-2015,8250,56.67,467527.5,206745,2015
1691,Sub-Saharan Africa,Meat,Offline,L,10-06-2017,722161662,29-06-2017,2539,364.69,925947.91,145230.8,2017
1692,Europe,Cereal,Online,L,14-09-2011,273940503,19-10-2011,3937,117.11,461062.07,348778.83,2011
1693,Europe,Fruits,Offline,C,28-05-2014,656244552,19-06-2014,6201,6.92,42910.92,14944.41,2014
1694,Sub-Saharan Africa,Personal Care,Offline,M,03-05-2012,726935136,19-06-2012,5116,56.67,289923.72,128206.96,2012
1695,Central America and the Caribbean,Beverages,Online,L,19-04-2012,314186084,30-04-2012,3499,31.79,111233.21,54794.34,2012
1696,Europe,Household,Online,C,28-07-2014,666483724,31-08-2014,6199,502.54,3115245.46,1027360.27,2014
1697,Middle East and North Africa,Meat,Online,C,19-09-2016,402626883,08-10-2016,5097,364.69,1858824.93,291548.4,2016
1698,Asia,Clothes,Online,M,14-05-2017,461726891,19-06-2017,4103,35.84,147051.52,301324.32,2017
1699,Asia,Snacks,Offline,L,04-06-2012,953207576,15-07-2012,4159,97.44,405252.96,229327.26,2012
1700,Sub-Saharan Africa,Baby Food,Online,L,04-01-2014,706805264,07-01-2014,8239,159.42,1313461.38,789790.54,2014
1701,Europe,Meat,Online,H,15-05-2016,422568786,17-06-2016,6349,364.69,2315416.81,363162.8,2016
1702,Sub-Saharan Africa,Vegetables,Offline,L,28-10-2014,420859467,28-10-2014,524,90.93,47647.32,33080.12,2014
1703,Central America and the Caribbean,Personal Care,Offline,C,08-02-2017,192351138,24-02-2017,9831,56.67,557122.77,246364.86,2017
1704,Sub-Saharan Africa,Vegetables,Online,H,17-11-2016,648030126,19-11-2016,5370,90.93,488294.1,339008.1,2016
1705,Europe,Vegetables,Online,L,26-08-2012,969195258,17-09-2012,5269,90.93,479110.17,332631.97,2012
1706,Europe,Office Supplies,Online,C,29-07-2011,857457864,16-09-2011,9691,524.96,5087387.36,1223488.75,2011
1707,North America,Office Supplies,Online,M,29-06-2010,984741771,13-08-2010,5828,524.96,3059466.88,735785,2010
1708,Australia and Oceania,Snacks,Online,H,26-11-2014,743283307,04-01-2015,2903,97.44,282868.32,160071.42,2014
1709,Europe,Vegetables,Online,M,05-06-2012,495631301,18-07-2012,7171,90.93,652059.03,452705.23,2012
1710,Europe,Office Supplies,Offline,H,23-06-2014,224647080,30-07-2014,6918,524.96,3631673.28,873397.5,2014
1711,Europe,Office Supplies,Offline,H,03-08-2014,883504474,08-09-2014,7462,524.96,3917251.52,942077.5,2014
1712,Sub-Saharan Africa,Clothes,Online,C,09-12-2014,345689809,28-12-2014,6151,35.84,220451.84,451729.44,2014
1713,Australia and Oceania,Clothes,Online,M,26-12-2014,155001914,30-12-2014,7366,35.84,263997.44,540959.04,2014
1714,Europe,Office Supplies,Offline,C,03-04-2015,575552117,26-04-2015,7516,524.96,3945599.36,948895,2015
1715,Europe,Baby Food,Offline,H,15-07-2013,141764247,29-08-2013,46,159.42,7333.32,4409.56,2013
1716,Europe,Vegetables,Offline,M,11-04-2016,608374631,12-04-2016,428,90.93,38918.04,27019.64,2016
1717,Europe,Household,Online,L,17-01-2012,200432097,31-01-2012,1167,502.54,586464.18,193406.91,2012
1718,Middle East and North Africa,Household,Online,L,10-03-2013,363297975,27-03-2013,6799,502.54,3416769.46,1126798.27,2013
1719,Australia and Oceania,Cosmetics,Offline,L,16-03-2014,812646090,17-04-2014,8892,263.33,2341530.36,1546052.04,2014
1720,Europe,Snacks,Offline,M,21-08-2010,884462773,05-10-2010,1044,97.44,101727.36,57566.16,2010
1721,Europe,Office Supplies,Offline,M,19-06-2010,885046851,19-07-2010,3886,524.96,2039994.56,490607.5,2010
1722,Sub-Saharan Africa,Vegetables,Offline,L,25-02-2015,741009652,21-03-2015,78,90.93,7092.54,4924.14,2015
1723,Central America and the Caribbean,Fruits,Online,M,18-11-2015,449275004,21-11-2015,9313,6.92,64445.96,22444.33,2015
1724,Europe,Vegetables,Online,M,14-06-2012,527079236,20-06-2012,3314,90.93,301342.02,209212.82,2012
1725,Australia and Oceania,Cosmetics,Offline,L,09-02-2017,661971175,18-02-2017,836,263.33,220143.88,145355.32,2017
1726,Europe,Clothes,Online,C,09-11-2012,161812150,12-11-2012,2666,35.84,95549.44,195791.04,2012
1727,Sub-Saharan Africa,Office Supplies,Online,L,12-04-2010,204775989,29-04-2010,6620,524.96,3475235.2,835775,2010
1728,Europe,Cosmetics,Offline,H,10-06-2013,689349019,23-07-2013,2548,263.33,670964.84,443020.76,2013
1729,Sub-Saharan Africa,Cosmetics,Offline,H,15-02-2016,684330070,25-02-2016,7330,263.33,1930208.9,1274467.1,2016
1730,Middle East and North Africa,Cereal,Online,M,02-03-2013,678830468,15-03-2013,9876,117.11,1156578.36,874914.84,2013
1731,Sub-Saharan Africa,Baby Food,Offline,H,03-11-2011,332274043,05-12-2011,6128,159.42,976925.76,587430.08,2011
1732,Asia,Personal Care,Online,M,23-11-2012,724397122,07-12-2012,4061,56.67,230136.87,101768.66,2012
1733,Asia,Personal Care,Online,H,16-05-2014,305248534,26-06-2014,8679,56.67,491838.93,217495.74,2014
1734,Australia and Oceania,Meat,Offline,M,17-05-2015,745189607,26-05-2015,7019,364.69,2559759.11,401486.8,2015
1735,Asia,Cereal,Offline,H,11-04-2012,184894168,16-04-2012,3148,117.11,368662.28,278881.32,2012
1736,Central America and the Caribbean,Household,Online,C,06-02-2010,885348546,04-03-2010,3164,502.54,1590036.56,524369.72,2010
1737,Europe,Household,Offline,M,22-02-2011,677851569,02-03-2011,198,502.54,99502.92,32814.54,2011
1738,Sub-Saharan Africa,Vegetables,Online,L,11-03-2011,614014565,13-03-2011,9410,90.93,855651.3,594053.3,2011
1739,Asia,Baby Food,Online,C,19-11-2010,915761363,03-01-2011,2992,159.42,476984.64,286813.12,2010
1740,Sub-Saharan Africa,Clothes,Online,H,04-12-2011,525328290,11-01-2012,5170,35.84,185292.8,379684.8,2011
1741,Asia,Household,Offline,M,19-04-2013,255264174,10-05-2013,7197,502.54,3616780.38,1192758.81,2013
1742,Europe,Clothes,Offline,H,21-01-2015,538430345,10-03-2015,2359,35.84,84546.56,173244.96,2015
1743,Asia,Beverages,Online,C,09-07-2014,978000628,16-07-2014,974,31.79,30963.46,15252.84,2014
1744,Europe,Beverages,Online,H,30-01-2010,797461354,05-02-2010,5391,31.79,171379.89,84423.06,2010
1745,Central America and the Caribbean,Clothes,Offline,C,23-07-2012,190611350,29-08-2012,4989,35.84,178805.76,366392.16,2012
1746,Sub-Saharan Africa,Snacks,Online,M,11-02-2011,771561944,15-02-2011,1180,97.44,114979.2,65065.2,2011
1747,Central America and the Caribbean,Baby Food,Online,L,26-11-2014,624736964,28-11-2014,2406,159.42,383564.52,230639.16,2014
1748,Central America and the Caribbean,Personal Care,Online,H,09-06-2011,154872739,20-07-2011,9140,56.67,517963.8,229048.4,2011
1749,Middle East and North Africa,Cosmetics,Online,H,14-10-2015,737018096,27-10-2015,8888,263.33,2340477.04,1545356.56,2015
1750,Sub-Saharan Africa,Baby Food,Offline,C,19-10-2013,666534364,18-11-2013,1185,159.42,188912.7,113594.1,2013
1751,Australia and Oceania,Personal Care,Offline,C,30-04-2011,109095370,06-06-2011,2599,56.67,147285.33,65130.94,2011
1752,Middle East and North Africa,Snacks,Offline,M,11-04-2015,650687444,28-05-2015,1729,97.44,168473.76,95337.06,2015
